combination_id,product_name,Size,Material,Printed Side,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Material_id,Printed Side_id,Quantity_id,Printing Time_id,timestamp,notes
156,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,75,4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,18464,1792,2025-09-01T17:46:46.151925,Extracted using real API endpoints
157,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,100,6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1774,1909,2025-09-01T17:46:46.473421,Extracted using real API endpoints
158,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,100,4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1774,1792,2025-09-01T17:46:46.795994,Extracted using real API endpoints
159,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,150,6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1945,1909,2025-09-01T17:46:47.125586,Extracted using real API endpoints
160,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,150,4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1945,1792,2025-09-01T17:46:47.458389,Extracted using real API endpoints
161,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,200,6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1946,1909,2025-09-01T17:46:47.791211,Extracted using real API endpoints
162,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,200,4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1946,1792,2025-09-01T17:46:48.136033,Extracted using real API endpoints
163,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,250,6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1776,1909,2025-09-01T17:46:48.462092,Extracted using real API endpoints
164,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,250,4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1776,1792,2025-09-01T17:46:48.797354,Extracted using real API endpoints
165,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,500,6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1777,1909,2025-09-01T17:46:49.140242,Extracted using real API endpoints
166,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,500,4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1777,1792,2025-09-01T17:46:49.466273,Extracted using real API endpoints
167,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"1,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1778,1909,2025-09-01T17:46:49.806717,Extracted using real API endpoints
168,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"1,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1778,1792,2025-09-01T17:46:50.132776,Extracted using real API endpoints
169,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"1,500",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1779,1909,2025-09-01T17:46:50.755101,Extracted using real API endpoints
170,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"1,500",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1779,1792,2025-09-01T17:46:51.090706,Extracted using real API endpoints
171,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"2,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1780,1909,2025-09-01T17:46:51.429049,Extracted using real API endpoints
172,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"2,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1780,1792,2025-09-01T17:46:51.756382,Extracted using real API endpoints
173,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"2,500",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1781,1909,2025-09-01T17:46:52.094686,Extracted using real API endpoints
174,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"2,500",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1781,1792,2025-09-01T17:46:52.432424,Extracted using real API endpoints
175,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"3,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1782,1909,2025-09-01T17:46:52.763338,Extracted using real API endpoints
176,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"3,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1782,1792,2025-09-01T17:46:53.098424,Extracted using real API endpoints
177,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"4,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1784,1909,2025-09-01T17:46:53.423271,Extracted using real API endpoints
178,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"4,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1784,1792,2025-09-01T17:46:53.799210,Extracted using real API endpoints
179,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"5,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1786,1909,2025-09-01T17:46:54.131489,Extracted using real API endpoints
180,Business Card Magnets,"3"" x 4""",17 pt. Magnet High Gloss (UV),Front Only,"5,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1905,2488,1769,1786,1792,2025-09-01T17:46:54.456687,Extracted using real API endpoints
181,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,25,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1772,1909,2025-09-01T17:46:54.788679,Extracted using real API endpoints
182,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,25,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1772,1792,2025-09-01T17:46:55.123577,Extracted using real API endpoints
183,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,50,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1773,1909,2025-09-01T17:46:55.446602,Extracted using real API endpoints
184,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,50,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1773,1792,2025-09-01T17:46:55.786113,Extracted using real API endpoints
185,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,75,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,18464,1909,2025-09-01T17:46:56.113515,Extracted using real API endpoints
186,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,75,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,18464,1792,2025-09-01T17:46:56.451187,Extracted using real API endpoints
187,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,100,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1774,1909,2025-09-01T17:46:56.788102,Extracted using real API endpoints
188,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,100,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1774,1792,2025-09-01T17:46:57.124283,Extracted using real API endpoints
189,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,150,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1945,1909,2025-09-01T17:46:57.455183,Extracted using real API endpoints
190,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,150,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1945,1792,2025-09-01T17:46:57.790905,Extracted using real API endpoints
191,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,200,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1946,1909,2025-09-01T17:46:58.138275,Extracted using real API endpoints
192,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,200,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1946,1792,2025-09-01T17:46:58.482510,Extracted using real API endpoints
193,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,250,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1776,1909,2025-09-01T17:46:58.826836,Extracted using real API endpoints
194,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,250,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1776,1792,2025-09-01T17:46:59.160182,Extracted using real API endpoints
195,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,500,6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1777,1909,2025-09-01T17:46:59.492486,Extracted using real API endpoints
196,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,500,4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1777,1792,2025-09-01T17:46:59.835115,Extracted using real API endpoints
197,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"1,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1778,1909,2025-09-01T17:47:00.165105,Extracted using real API endpoints
198,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"1,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1778,1792,2025-09-01T17:47:00.511964,Extracted using real API endpoints
199,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"1,500",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1779,1909,2025-09-01T17:47:00.846179,Extracted using real API endpoints
200,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"1,500",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1779,1792,2025-09-01T17:47:01.465180,Extracted using real API endpoints
201,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"2,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1780,1909,2025-09-01T17:47:01.791268,Extracted using real API endpoints
202,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"2,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1780,1792,2025-09-01T17:47:02.141267,Extracted using real API endpoints
203,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"2,500",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1781,1909,2025-09-01T17:47:02.482877,Extracted using real API endpoints
204,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"2,500",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1781,1792,2025-09-01T17:47:02.825106,Extracted using real API endpoints
205,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"3,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1782,1909,2025-09-01T17:47:03.166273,Extracted using real API endpoints
206,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"3,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1782,1792,2025-09-01T17:47:03.491857,Extracted using real API endpoints
207,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"4,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1784,1909,2025-09-01T17:47:03.818142,Extracted using real API endpoints
208,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"4,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1784,1792,2025-09-01T17:47:04.234055,Extracted using real API endpoints
209,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"5,000",6 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1786,1909,2025-09-01T17:47:04.561640,Extracted using real API endpoints
210,Business Card Magnets,"4"" x 6""",17 pt. Magnet High Gloss (UV),Front Only,"5,000",4 Business Days,$20.00,$20.00,0.00000,0,0,1907,2488,1769,1786,1792,2025-09-01T17:47:04.903964,Extracted using real API endpoints
211,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,25,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1772,1909,2025-09-01T17:47:05.243950,Extracted using real API endpoints
212,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,25,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1772,1792,2025-09-01T17:47:05.568485,Extracted using real API endpoints
213,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,50,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1773,1909,2025-09-01T17:47:05.899852,Extracted using real API endpoints
214,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,50,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1773,1792,2025-09-01T17:47:06.239642,Extracted using real API endpoints
215,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,75,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,18464,1909,2025-09-01T17:47:06.588651,Extracted using real API endpoints
216,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,75,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,18464,1792,2025-09-01T17:47:06.939308,Extracted using real API endpoints
217,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,100,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1774,1909,2025-09-01T17:47:07.272130,Extracted using real API endpoints
218,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,100,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1774,1792,2025-09-01T17:47:07.598112,Extracted using real API endpoints
219,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,150,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1945,1909,2025-09-01T17:47:07.941009,Extracted using real API endpoints
220,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,150,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1945,1792,2025-09-01T17:47:08.271683,Extracted using real API endpoints
221,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,200,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1946,1909,2025-09-01T17:47:08.601212,Extracted using real API endpoints
222,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,200,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1946,1792,2025-09-01T17:47:08.939072,Extracted using real API endpoints
223,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,250,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1776,1909,2025-09-01T17:47:09.264102,Extracted using real API endpoints
224,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,250,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1776,1792,2025-09-01T17:47:09.600215,Extracted using real API endpoints
225,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,500,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1777,1909,2025-09-01T17:47:09.935851,Extracted using real API endpoints
226,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,500,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1777,1792,2025-09-01T17:47:10.278407,Extracted using real API endpoints
227,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1778,1909,2025-09-01T17:47:10.605215,Extracted using real API endpoints
228,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1778,1792,2025-09-01T17:47:10.989223,Extracted using real API endpoints
229,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,500",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1779,1909,2025-09-01T17:47:11.315015,Extracted using real API endpoints
230,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,500",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1779,1792,2025-09-01T17:47:11.647938,Extracted using real API endpoints
231,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1780,1909,2025-09-01T17:47:11.978239,Extracted using real API endpoints
232,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1780,1792,2025-09-01T17:47:12.314285,Extracted using real API endpoints
233,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,500",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1781,1909,2025-09-01T17:47:12.642118,Extracted using real API endpoints
234,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,500",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1781,1792,2025-09-01T17:47:12.968235,Extracted using real API endpoints
235,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"3,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1782,1909,2025-09-01T17:47:13.296458,Extracted using real API endpoints
236,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"3,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1782,1792,2025-09-01T17:47:13.624750,Extracted using real API endpoints
237,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"4,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1784,1909,2025-09-01T17:47:14.246355,Extracted using real API endpoints
238,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"4,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1784,1792,2025-09-01T17:47:14.572823,Extracted using real API endpoints
239,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"5,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1786,1909,2025-09-01T17:47:14.913329,Extracted using real API endpoints
240,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"5,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1786,1792,2025-09-01T17:47:15.250994,Extracted using real API endpoints
