combination_id,product_name,Size,Printed Side,Bundling,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Printed Side_id,Bundling_id,Quantity_id,Printing Time_id,timestamp,notes
106,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,10,3 Business Days,$32.29,$32.29,3.22900,10,3,645,651,68505,114420,669,2025-09-05T23:25:29.131882,Extracted using real API endpoints
107,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,25,3 Business Days,$49.16,$49.16,1.96640,25,3,645,651,68505,1169,669,2025-09-05T23:25:29.541010,Extracted using real API endpoints
108,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,50,3 Business Days,$77.29,$77.29,1.54580,50,3,645,651,68505,1168,669,2025-09-05T23:25:30.317829,Extracted using real API endpoints
109,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,75,3 Business Days,$104.06,$104.06,1.38747,75,3,645,651,68505,1170,669,2025-09-05T23:25:30.735214,Extracted using real API endpoints
110,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,100,3 Business Days,$130.83,$130.83,1.30830,100,3,645,651,68505,653,669,2025-09-05T23:25:31.524152,Extracted using real API endpoints
111,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,125,3 Business Days,$157.60,$157.60,1.26080,125,3,645,651,68505,1171,669,2025-09-05T23:25:31.958251,Extracted using real API endpoints
112,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,150,3 Business Days,$184.37,$184.37,1.22913,150,3,645,651,68505,654,669,2025-09-05T23:25:32.374290,Extracted using real API endpoints
113,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,175,3 Business Days,$211.14,$211.14,1.20651,175,3,645,651,68505,1172,669,2025-09-05T23:25:32.813039,Extracted using real API endpoints
114,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,200,3 Business Days,$237.91,$237.91,1.18955,200,3,645,651,68505,655,669,2025-09-05T23:25:33.239721,Extracted using real API endpoints
115,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,250,3 Business Days,$280.85,$280.85,1.12340,250,3,645,651,68505,1173,669,2025-09-05T23:25:33.664544,Extracted using real API endpoints
116,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,500,3 Business Days,$491.27,$491.27,0.98254,500,3,645,651,68505,656,669,2025-09-05T23:25:34.071804,Extracted using real API endpoints
117,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"1,000",3 Business Days,$912.11,$912.11,0.91211,1000,3,645,651,68505,657,669,2025-09-05T23:25:34.486587,Extracted using real API endpoints
118,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"2,000",3 Business Days,$1774.46,$1774.46,0.88723,2000,3,645,651,68505,658,669,2025-09-05T23:25:34.900045,Extracted using real API endpoints
119,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"3,000",3 Business Days,$2636.51,$2636.51,0.87884,3000,3,645,651,68505,659,669,2025-09-05T23:25:35.317831,Extracted using real API endpoints
120,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"4,000",3 Business Days,$3495.88,$3495.88,0.87397,4000,3,645,651,68505,660,669,2025-09-05T23:25:35.748870,Extracted using real API endpoints
121,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"5,000",3 Business Days,$4353.91,$4353.91,0.87078,5000,3,645,651,68505,661,669,2025-09-05T23:25:36.552342,Extracted using real API endpoints
122,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"6,000",3 Business Days,$5210.46,$5210.46,0.86841,6000,3,645,651,68505,662,669,2025-09-05T23:25:36.965890,Extracted using real API endpoints
123,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"7,000",3 Business Days,$6067.01,$6067.01,0.86672,7000,3,645,651,68505,663,669,2025-09-05T23:25:37.376463,Extracted using real API endpoints
124,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"8,000",3 Business Days,$6923.55,$6923.55,0.86544,8000,3,645,651,68505,664,669,2025-09-05T23:25:37.827326,Extracted using real API endpoints
125,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"9,000",3 Business Days,$7780.10,$7780.10,0.86446,9000,3,645,651,68505,665,669,2025-09-05T23:25:38.256174,Extracted using real API endpoints
126,Flat Greeting Cards,"4"" x 6""",Front Only,Shrink Wrapping,"10,000",3 Business Days,$8636.65,$8636.65,0.86367,10000,3,645,651,68505,666,669,2025-09-05T23:25:38.704304,Extracted using real API endpoints
127,Flat Greeting Cards,"4"" x 6""",Front and Back,None,10,3 Business Days,$15.15,$15.15,1.51500,10,3,645,652,68504,114420,669,2025-09-05T23:25:39.137507,Extracted using real API endpoints
128,Flat Greeting Cards,"4"" x 6""",Front and Back,None,25,3 Business Days,$21.63,$21.63,0.86520,25,3,645,652,68504,1169,669,2025-09-05T23:25:39.573138,Extracted using real API endpoints
129,Flat Greeting Cards,"4"" x 6""",Front and Back,None,50,3 Business Days,$32.43,$32.43,0.64860,50,3,645,652,68504,1168,669,2025-09-05T23:25:40.001181,Extracted using real API endpoints
130,Flat Greeting Cards,"4"" x 6""",Front and Back,None,75,3 Business Days,$41.19,$41.19,0.54920,75,3,645,652,68504,1170,669,2025-09-05T23:25:40.406697,Extracted using real API endpoints
131,Flat Greeting Cards,"4"" x 6""",Front and Back,None,100,3 Business Days,$49.96,$49.96,0.49960,100,3,645,652,68504,653,669,2025-09-05T23:25:40.834857,Extracted using real API endpoints
132,Flat Greeting Cards,"4"" x 6""",Front and Back,None,125,3 Business Days,$58.72,$58.72,0.46976,125,3,645,652,68504,1171,669,2025-09-05T23:25:41.239153,Extracted using real API endpoints
133,Flat Greeting Cards,"4"" x 6""",Front and Back,None,150,3 Business Days,$67.48,$67.48,0.44987,150,3,645,652,68504,654,669,2025-09-05T23:25:41.676042,Extracted using real API endpoints
134,Flat Greeting Cards,"4"" x 6""",Front and Back,None,175,3 Business Days,$76.25,$76.25,0.43571,175,3,645,652,68504,1172,669,2025-09-05T23:25:42.099045,Extracted using real API endpoints
135,Flat Greeting Cards,"4"" x 6""",Front and Back,None,200,3 Business Days,$85.01,$85.01,0.42505,200,3,645,652,68504,655,669,2025-09-05T23:25:42.509490,Extracted using real API endpoints
136,Flat Greeting Cards,"4"" x 6""",Front and Back,None,250,3 Business Days,$97.59,$97.59,0.39036,250,3,645,652,68504,1173,669,2025-09-05T23:25:42.931122,Extracted using real API endpoints
137,Flat Greeting Cards,"4"" x 6""",Front and Back,None,500,3 Business Days,$102.59,$102.59,0.20518,500,3,645,652,68504,656,669,2025-09-05T23:25:43.347185,Extracted using real API endpoints
138,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"1,000",3 Business Days,$112.59,$112.59,0.11259,1000,3,645,652,68504,657,669,2025-09-05T23:25:43.761453,Extracted using real API endpoints
139,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"2,000",3 Business Days,$160.52,$160.52,0.08026,2000,3,645,652,68504,658,669,2025-09-05T23:25:44.160571,Extracted using real API endpoints
140,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"3,000",3 Business Days,$208.15,$208.15,0.06938,3000,3,645,652,68504,659,669,2025-09-05T23:25:44.571215,Extracted using real API endpoints
141,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"4,000",3 Business Days,$253.11,$253.11,0.06328,4000,3,645,652,68504,660,669,2025-09-05T23:25:44.982399,Extracted using real API endpoints
142,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"5,000",3 Business Days,$296.72,$296.72,0.05934,5000,3,645,652,68504,661,669,2025-09-05T23:25:45.423231,Extracted using real API endpoints
143,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"6,000",3 Business Days,$337.74,$337.74,0.05629,6000,3,645,652,68504,662,669,2025-09-05T23:25:45.846267,Extracted using real API endpoints
144,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"7,000",3 Business Days,$378.75,$378.75,0.05411,7000,3,645,652,68504,663,669,2025-09-05T23:25:46.248509,Extracted using real API endpoints
145,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"8,000",3 Business Days,$419.76,$419.76,0.05247,8000,3,645,652,68504,664,669,2025-09-05T23:25:46.673479,Extracted using real API endpoints
146,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"9,000",3 Business Days,$460.78,$460.78,0.05120,9000,3,645,652,68504,665,669,2025-09-05T23:25:47.091503,Extracted using real API endpoints
147,Flat Greeting Cards,"4"" x 6""",Front and Back,None,"10,000",3 Business Days,$501.79,$501.79,0.05018,10000,3,645,652,68504,666,669,2025-09-05T23:25:47.526519,Extracted using real API endpoints
148,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,10,3 Business Days,$33.64,$33.64,3.36400,10,3,645,652,68505,114420,669,2025-09-05T23:25:47.944013,Extracted using real API endpoints
149,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,25,3 Business Days,$52.55,$52.55,2.10200,25,3,645,652,68505,1169,669,2025-09-05T23:25:48.358914,Extracted using real API endpoints
150,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,50,3 Business Days,$84.06,$84.06,1.68120,50,3,645,652,68505,1168,669,2025-09-05T23:25:48.786481,Extracted using real API endpoints
151,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,75,3 Business Days,$113.54,$113.54,1.51387,75,3,645,652,68505,1170,669,2025-09-05T23:25:49.235845,Extracted using real API endpoints
152,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,100,3 Business Days,$143.02,$143.02,1.43020,100,3,645,652,68505,653,669,2025-09-05T23:25:49.673504,Extracted using real API endpoints
153,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,125,3 Business Days,$172.50,$172.50,1.38000,125,3,645,652,68505,1171,669,2025-09-05T23:25:50.491607,Extracted using real API endpoints
154,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,150,3 Business Days,$201.98,$201.98,1.34653,150,3,645,652,68505,654,669,2025-09-05T23:25:50.948577,Extracted using real API endpoints
155,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,175,3 Business Days,$231.46,$231.46,1.32263,175,3,645,652,68505,1172,669,2025-09-05T23:25:51.387995,Extracted using real API endpoints
156,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,200,3 Business Days,$260.94,$260.94,1.30470,200,3,645,652,68505,655,669,2025-09-05T23:25:51.840939,Extracted using real API endpoints
157,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,250,3 Business Days,$314.95,$314.95,1.25980,250,3,645,652,68505,1173,669,2025-09-05T23:25:52.264257,Extracted using real API endpoints
158,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,500,3 Business Days,$527.12,$527.12,1.05424,500,3,645,652,68505,656,669,2025-09-05T23:25:52.680386,Extracted using real API endpoints
159,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"1,000",3 Business Days,$951.45,$951.45,0.95145,1000,3,645,652,68505,657,669,2025-09-05T23:25:53.121914,Extracted using real API endpoints
160,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"2,000",3 Business Days,$1828.04,$1828.04,0.91402,2000,3,645,652,68505,658,669,2025-09-05T23:25:53.536147,Extracted using real API endpoints
161,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"3,000",3 Business Days,$2704.33,$2704.33,0.90144,3000,3,645,652,68505,659,669,2025-09-05T23:25:53.945870,Extracted using real API endpoints
162,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"4,000",3 Business Days,$3577.94,$3577.94,0.89449,4000,3,645,652,68505,660,669,2025-09-05T23:25:54.361806,Extracted using real API endpoints
163,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"5,000",3 Business Days,$4450.22,$4450.22,0.89004,5000,3,645,652,68505,661,669,2025-09-05T23:25:54.780703,Extracted using real API endpoints
164,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"6,000",3 Business Days,$5319.89,$5319.89,0.88665,6000,3,645,652,68505,662,669,2025-09-05T23:25:55.191026,Extracted using real API endpoints
165,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"7,000",3 Business Days,$6189.56,$6189.56,0.88422,7000,3,645,652,68505,663,669,2025-09-05T23:25:55.612177,Extracted using real API endpoints
166,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"8,000",3 Business Days,$7059.23,$7059.23,0.88240,8000,3,645,652,68505,664,669,2025-09-05T23:25:56.038067,Extracted using real API endpoints
167,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"9,000",3 Business Days,$7928.91,$7928.91,0.88099,9000,3,645,652,68505,665,669,2025-09-05T23:25:56.459132,Extracted using real API endpoints
168,Flat Greeting Cards,"4"" x 6""",Front and Back,Shrink Wrapping,"10,000",3 Business Days,$8798.58,$8798.58,0.87986,10000,3,645,652,68505,666,669,2025-09-05T23:25:56.883041,Extracted using real API endpoints
169,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,10,3 Business Days,$11.64,$11.64,1.16400,10,3,19142,651,68504,114420,669,2025-09-05T23:25:57.302296,Extracted using real API endpoints
170,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,25,3 Business Days,$13.86,$13.86,0.55440,25,3,19142,651,68504,1169,669,2025-09-05T23:25:57.727796,Extracted using real API endpoints
171,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,50,3 Business Days,$17.57,$17.57,0.35140,50,3,19142,651,68504,1168,669,2025-09-05T23:25:58.161887,Extracted using real API endpoints
172,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,75,3 Business Days,$20.60,$20.60,0.27467,75,3,19142,651,68504,1170,669,2025-09-05T23:25:58.600611,Extracted using real API endpoints
173,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,100,3 Business Days,$23.62,$23.62,0.23620,100,3,19142,651,68504,653,669,2025-09-05T23:25:59.030337,Extracted using real API endpoints
174,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,125,3 Business Days,$26.65,$26.65,0.21320,125,3,19142,651,68504,1171,669,2025-09-05T23:25:59.437517,Extracted using real API endpoints
175,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,150,3 Business Days,$29.68,$29.68,0.19787,150,3,19142,651,68504,654,669,2025-09-05T23:25:59.852282,Extracted using real API endpoints
176,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,175,3 Business Days,$32.71,$32.71,0.18691,175,3,19142,651,68504,1172,669,2025-09-05T23:26:00.259485,Extracted using real API endpoints
177,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,200,3 Business Days,$35.73,$35.73,0.17865,200,3,19142,651,68504,655,669,2025-09-05T23:26:00.669545,Extracted using real API endpoints
178,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,250,3 Business Days,$63.49,$63.49,0.25396,250,3,19142,651,68504,1173,669,2025-09-05T23:26:01.081763,Extracted using real API endpoints
179,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,500,3 Business Days,$66.74,$66.74,0.13348,500,3,19142,651,68504,656,669,2025-09-05T23:26:01.508569,Extracted using real API endpoints
180,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"1,000",3 Business Days,$73.25,$73.25,0.07325,1000,3,19142,651,68504,657,669,2025-09-05T23:26:01.915844,Extracted using real API endpoints
181,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"2,000",3 Business Days,$106.94,$106.94,0.05347,2000,3,19142,651,68504,658,669,2025-09-05T23:26:02.343371,Extracted using real API endpoints
182,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"3,000",3 Business Days,$140.33,$140.33,0.04678,3000,3,19142,651,68504,659,669,2025-09-05T23:26:02.761427,Extracted using real API endpoints
183,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"4,000",3 Business Days,$171.04,$171.04,0.04276,4000,3,19142,651,68504,660,669,2025-09-05T23:26:03.186388,Extracted using real API endpoints
184,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"5,000",3 Business Days,$200.42,$200.42,0.04008,5000,3,19142,651,68504,661,669,2025-09-05T23:26:03.602944,Extracted using real API endpoints
185,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"6,000",3 Business Days,$228.31,$228.31,0.03805,6000,3,19142,651,68504,662,669,2025-09-05T23:26:04.015116,Extracted using real API endpoints
186,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"7,000",3 Business Days,$256.19,$256.19,0.03660,7000,3,19142,651,68504,663,669,2025-09-05T23:26:04.441834,Extracted using real API endpoints
187,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"8,000",3 Business Days,$284.08,$284.08,0.03551,8000,3,19142,651,68504,664,669,2025-09-05T23:26:04.865813,Extracted using real API endpoints
188,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"9,000",3 Business Days,$311.97,$311.97,0.03466,9000,3,19142,651,68504,665,669,2025-09-05T23:26:05.292511,Extracted using real API endpoints
189,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,None,"10,000",3 Business Days,$339.86,$339.86,0.03399,10000,3,19142,651,68504,666,669,2025-09-05T23:26:05.708822,Extracted using real API endpoints
190,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,10,3 Business Days,$30.13,$30.13,3.01300,10,3,19142,651,68505,114420,669,2025-09-05T23:26:06.152053,Extracted using real API endpoints
191,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,25,3 Business Days,$44.78,$44.78,1.79120,25,3,19142,651,68505,1169,669,2025-09-05T23:26:06.576408,Extracted using real API endpoints
192,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,50,3 Business Days,$69.20,$69.20,1.38400,50,3,19142,651,68505,1168,669,2025-09-05T23:26:06.996993,Extracted using real API endpoints
193,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,75,3 Business Days,$92.94,$92.94,1.23920,75,3,19142,651,68505,1170,669,2025-09-05T23:26:07.423720,Extracted using real API endpoints
194,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,100,3 Business Days,$116.69,$116.69,1.16690,100,3,19142,651,68505,653,669,2025-09-05T23:26:07.855454,Extracted using real API endpoints
195,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,125,3 Business Days,$140.43,$140.43,1.12344,125,3,19142,651,68505,1171,669,2025-09-05T23:26:08.291777,Extracted using real API endpoints
196,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,150,3 Business Days,$164.18,$164.18,1.09453,150,3,19142,651,68505,654,669,2025-09-05T23:26:08.725711,Extracted using real API endpoints
197,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,175,3 Business Days,$187.92,$187.92,1.07383,175,3,19142,651,68505,1172,669,2025-09-05T23:26:09.158503,Extracted using real API endpoints
198,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,200,3 Business Days,$211.66,$211.66,1.05830,200,3,19142,651,68505,655,669,2025-09-05T23:26:09.577594,Extracted using real API endpoints
199,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,250,3 Business Days,$280.85,$280.85,1.12340,250,3,19142,651,68505,1173,669,2025-09-05T23:26:09.986015,Extracted using real API endpoints
200,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,500,3 Business Days,$491.27,$491.27,0.98254,500,3,19142,651,68505,656,669,2025-09-05T23:26:10.402740,Extracted using real API endpoints
201,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"1,000",3 Business Days,$912.11,$912.11,0.91211,1000,3,19142,651,68505,657,669,2025-09-05T23:26:10.821149,Extracted using real API endpoints
202,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"2,000",3 Business Days,$1774.46,$1774.46,0.88723,2000,3,19142,651,68505,658,669,2025-09-05T23:26:11.250973,Extracted using real API endpoints
203,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"3,000",3 Business Days,$2636.51,$2636.51,0.87884,3000,3,19142,651,68505,659,669,2025-09-05T23:26:11.680834,Extracted using real API endpoints
204,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"4,000",3 Business Days,$3495.88,$3495.88,0.87397,4000,3,19142,651,68505,660,669,2025-09-05T23:26:12.089563,Extracted using real API endpoints
205,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"5,000",3 Business Days,$4353.91,$4353.91,0.87078,5000,3,19142,651,68505,661,669,2025-09-05T23:26:12.513933,Extracted using real API endpoints
206,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"6,000",3 Business Days,$5210.46,$5210.46,0.86841,6000,3,19142,651,68505,662,669,2025-09-05T23:26:12.946351,Extracted using real API endpoints
207,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"7,000",3 Business Days,$6067.01,$6067.01,0.86672,7000,3,19142,651,68505,663,669,2025-09-05T23:26:13.363298,Extracted using real API endpoints
208,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"8,000",3 Business Days,$6923.55,$6923.55,0.86544,8000,3,19142,651,68505,664,669,2025-09-05T23:26:13.762719,Extracted using real API endpoints
209,Flat Greeting Cards,"4.25"" x 5.5""",Front Only,Shrink Wrapping,"9,000",3 Business Days,$7780.10,$7780.10,0.86446,9000,3,19142,651,68505,665,669,2025-09-05T23:26:14.169538,Extracted using real API endpoints
